ano;id_categoria;id_sexo_condutor;id_faixa_etaria;is_media_valor;expostos;premio_medio_valor;freq_sinistro;indice_sinistralidade_perc;freq_incendio_e_roubo_perc;freq_incendio_e_roubo;indeniz_incendio_e_roubo_valor;freq_colisao;indeniz_colisao_valor;freq_outras;indeniz_outras_valor
2012;1;1;3;30262;1186959;861;342014;NULL;NULL;9518;199964454;83570;399668500;248926;73400430
2012;1;1;4;30035;1041683;860;333137;NULL;NULL;8004;163107888;76920;373700136;248213;64538529
2012;1;1;5;29288;910909;795;333206;NULL;NULL;5635;113969354;63740;292827938;263831;59786513
2012;1;2;1;26308;173165;1167;50286;NULL;NULL;2187;41977635;22457;140588941;25642;15848399
2012;1;2;2;29070;989608;1015;284007;NULL;NULL;12220;253943951;89614;485671981;182173;104531520
2012;1;2;3;30401;1056473;946;302007;NULL;NULL;10036;220598016;81097;434159805;210874;89636941
2012;1;2;4;30646;1083946;927;301929;NULL;NULL;8757;189732224;81447;435506099;211725;78894401
2012;1;2;5;29842;1440809;851;418727;NULL;NULL;9261;200321634;97238;503208563;312228;87094000
2012;4;1;1;56672;6719;2217;1983;29.51;NULL;67;2499916;649;6724497;1267;1421123
2012;4;1;2;62551;84255;1876;22983;27.28;NULL;670;28391358;5457;60704706;16856;12075604
2012;4;1;3;64502;143419;1804;45280;31.57;NULL;952;42211692;9059;97616576;35269;18843581
2012;4;1;4;60962;122452;1741;39398;32.17;NULL;768;30191417;8153;88872823;30477;17739907
2012;4;1;5;58112;82346;1628;26870;32.63;NULL;456;19389291;5962;59551727;20452;13972786
2012;4;2;1;46322;12525;2095;4355;34.77;1.28;160;5290322;1809;21076177;2386;1964893
2012;4;2;2;56361;124766;1992;38658;NULL;NULL;1598;64099275;10754;131167760;26306;19928945
2012;4;2;3;62246;222898;1952;68012;NULL;NULL;1985;89376066;15156;186979457;50871;29748924
2012;4;2;4;60935;260879;1876;71352;NULL;NULL;1880;80583015;16385;196535425;53087;26334174
2012;4;2;5;56588;308346;1668;76751;NULL;NULL;1789;72050881;18395;197437814;56567;26633912
2012;5;1;1;63516;7;2963;1;14.29;NULL;0;0;0;0;1;29
2012;5;1;2;56884;87;2189;9;10.34;NULL;0;0;9;113812;0;0
2012;5;1;3;59261;124;2100;11;8.87;NULL;0;0;7;146710;4;876
2012;5;1;4;56789;96;1895;9;9.38;NULL;0;0;7;55931;2;150
2012;5;1;5;48096;94;1802;8;8.51;NULL;0;0;4;45832;4;25288
2012;5;2;1;55241;8;2387;5;62.5;NULL;0;0;4;63644;1;341
2012;5;2;2;57922;133;2518;46;34.59;NULL;1;21255;39;506916;6;4413
2012;5;2;3;56619;233;2204;33;14.16;1.29;3;84158;23;282557;7;71361
2012;5;2;4;51799;254;1948;34;13.39;NULL;2;98880;26;227249;6;2775
2012;5;2;5;49165;259;1906;13;5.2;NULL;1;27125;12;140731;0;0
2011;3;1;1;6896;9663;432;993;10.28;NULL;60;537547;91;340164;842;77508
2011;3;1;2;11237;20623;602;2554;12.38;NULL;195;3459359;388;2387321;1971;192296
2011;3;1;3;14767;15791;729;1599;10.13;1.26;199;3362775;386;2674933;1014;147033
2011;3;1;4;18730;11236;889;1080;9.61;1.1;114;2846186;435;3071125;531;106998
2011;3;1;5;20525;7313;959;508;6.95;1.31;96;2473247;339;2273085;73;19359
2011;3;2;1;8474;19986;643;3464;17.33;1.15;229;2830465;481;2915213;2754;315491
2011;3;2;2;15256;54379;894;10838;19.93;1.46;796;14491143;1585;14995021;8457;1736430
2011;3;2;3;19561;57853;970;9941;17.18;1.47;851;17199877;1687;17055383;7403;1418956
2011;3;2;4;22630;48138;1032;7892;16.39;1.3;497;10873745;1520;13587246;5875;1215015
2011;3;2;5;24313;28718;1005;3912;13.62;NULL;260;6334841;1065;9054825;2587;796070
2011;2;1;1;33063;23184;1428;3608;15.56;1.41;327;7913181;2113;14561790;1168;637181
2011;2;1;2;37334;119395;1251;15745;NULL;NULL;1412;39655248;8359;58571990;5974;3544572
2011;2;1;3;40568;122892;1261;19478;NULL;NULL;1379;39058388;8854;62676730;9245;3814394
2011;2;1;4;38094;129020;1246;20940;NULL;NULL;1430;38636924;10597;74655540;8913;5351681
2011;2;1;5;36510;109689;1164;18953;NULL;NULL;1134;29431135;8104;57668066;9715;3626755
2011;2;2;1;34633;33001;1672;6275;19.1;1.71;563;15517438;3861;35929162;1851;1361859
2011;2;2;2;40262;157480;1454;23915;NULL;NULL;2216;67521544;13244;127004090;8455;9721900
2011;2;2;3;43685;170095;1384;24425;NULL;NULL;2020;60855163;12498;110177965;9907;9441719
2011;2;2;4;42119;182496;1355;25568;NULL;NULL;1857;52738357;13945;110658439;9766;7787617
2011;2;2;5;42549;192798;1306;28939;NULL;NULL;1782;50166727;12795;105275892;14362;9112483
2011;1;1;1;27084;179499;994;46008;NULL;NULL;1527;30967020;15476;72961516;29005;8878283
2011;1;1;2;29296;1094871;874;275380;NULL;NULL;9090;199225187;75132;345410100;191158;55032209
2011;1;1;3;30416;1150753;836;322079;NULL;NULL;10468;216564299;90817;388835928;220794;53087168
2011;1;1;4;30097;953355;852;285846;NULL;NULL;7214;161524417;64437;305216421;214195;46014237
2011;1;1;5;29228;811411;785;262298;NULL;NULL;4904;108824012;49807;229170077;207587;35042490
2011;1;2;1;27214;150138;1213;48792;NULL;NULL;2125;44441595;19599;123140226;27068;13614678
2011;1;2;2;29548;845628;1023;254093;NULL;NULL;9920;222453423;70399;387275924;173774;92064483
2011;1;2;3;30576;976887;924;270982;NULL;NULL;10963;221079426;90386;417586106;169633;64824834
2011;1;2;4;30764;954449;923;232262;NULL;NULL;7377;169462224;63188;341117076;161697;53797927
2011;1;2;5;29722;1278148;838;318884;NULL;NULL;7878;178868135;75742;394880012;235264;58960630
2011;4;1;1;54567;5950;2129;1397;23.48;NULL;44;1979192;458;5540418;895;503679
2011;4;1;2;59457;67811;1832;15612;23.2;NULL;482;20678698;3735;43443905;11395;4424655
2011;4;1;3;60990;116047;1746;32091;27.65;NULL;802;31092404;7690;70651734;23599;6931254
2011;4;1;4;57425;95306;1694;26178;27.47;NULL;525;23285204;5095;54105319;20558;5517248
2011;4;1;5;54421;63638;1562;15038;23.63;NULL;315;13214795;3326;34469159;11397;2856605
2011;4;2;1;46255;11091;2094;3779;34.7;1.45;161;5814242;1540;16862444;2078;1488848
2011;4;2;2;53783;98822;1935;31563;NULL;NULL;1220;51671814;7812;90135789;22531;12226522
2011;4;2;3;59227;190092;1864;53949;NULL;NULL;2141;83195743;16249;164091396;35559;16817850
2011;4;2;4;57799;207962;1809;50414;NULL;NULL;1435;61902960;11194;136616116;37785;14858412
2011;4;2;5;53187;242838;1586;50515;NULL;NULL;1424;56463333;11886;126951959;37205;13683283
2011;5;1;1;56591;9;2713;1;11.11;NULL;0;0;1;5825;0;0
2011;5;1;2;50373;66;1998;5;7.58;1.52;1;20063;4;13803;0;0
2011;5;1;3;55769;111;2319;3;2.7;NULL;0;0;3;29016;0;0
2011;5;1;4;47700;76;1754;6;7.89;NULL;0;0;6;39828;0;0
2011;5;1;5;45406;81;1915;5;6.17;NULL;0;0;5;25847;0;0
2011;5;2;1;68338;9;2302;2;22.22;NULL;0;0;2;11245;0;0
2011;5;2;2;51253;136;2557;17;12.5;NULL;1;113577;16;149570;0;0
2011;5;2;3;52065;246;2216;15;6.1;NULL;1;27052;14;257021;0;0
2011;5;2;4;46976;255;1818;18;7.6;NULL;0;0;17;307758;1;87
2011;5;2;5;40433;259;1658;14;5.41;NULL;1;31519;12;187832;1;25330
2010;3;1;1;6218;7865;449;1040;13.22;NULL;61;601221;107;360199;872;55546
2010;3;1;2;9000;15883;570;2269;14.29;1.18;187;2811181;260;1584937;1822;179868
2010;3;1;3;9879;16382;606;1418;8.66;1.7;278;2924120;311;1342997;829;81232
2010;3;1;4;13179;7484;762;641;8.56;NULL;74;1336947;168;1360096;399;22701
2010;3;1;5;14260;4452;809;269;6.4;1.57;70;1721786;110;763309;89;41075
2010;3;2;1;7919;15972;694;3616;22.64;1.72;274;2731802;493;2496297;2849;546581
2010;3;2;2;14218;43331;927;10100;23.31;1.99;863;15413768;1188;11717507;8049;1349166
2010;3;2;3;16805;61157;955;8736;NULL;NULL;1381;19267630;1372;11857255;5983;995215
2010;3;2;4;20905;34889;1020;6140;17.6;1.8;378;8225604;756;7714114;5006;987284
2010;3;2;5;21260;17791;950;2311;12.99;1.1;180;3827257;405;3514196;1726;413065
2010;2;1;1;31816;13649;1510;1869;13.69;1.47;200;4560425;977;6956601;692;229847
2010;2;1;2;37101;64334;1393;8652;13.45;1.52;980;26201927;3595;29455944;4077;2554603
2010;2;1;3;43528;71885;1479;12018;16.72;1.26;909;25692029;4325;35365388;6784;2558100
2010;2;1;4;39268;66129;1430;12506;18.91;1.35;895;22282280;4398;34276458;7213;2393534
2010;2;1;5;37317;55726;1338;12009;21.55;1.19;664;16149671;3256;25523287;8089;2318351
2010;2;2;1;33878;19145;1774;3319;17.34;1.67;319;8165959;1924;21195207;1076;886185
2010;2;2;2;40630;82967;1612;13106;NULL;NULL;1385;38453321;5704;60030579;6017;4733084
2010;2;2;3;50129;107755;1683;16478;NULL;NULL;1386;43030813;7052;70641356;8040;5706886
2010;2;2;4;44636;99141;1571;15839;NULL;NULL;1100;30045409;6144;56150232;8595;5020163
2010;2;2;5;44412;110809;1504;20006;NULL;NULL;1041;27655152;5873;57708105;13092;5959253
2010;1;1;1;26058;173424;1036;43824;NULL;NULL;1384;27112760;14233;66543639;28207;6972747
2010;1;1;2;28220;1024663;909;253589;NULL;NULL;8294;182348919;65752;298432258;179543;43749284
2010;1;1;3;28242;1332961;837;318555;NULL;NULL;10985;205312568;102070;391926912;205500;43576191
2010;1;1;4;29005;918423;891;260832;NULL;NULL;6743;144846114;60600;283960138;193489;35975466
2010;1;1;5;28211;759839;823;228820;NULL;NULL;4766;102183001;44395;196066263;179659;26986314
2010;1;2;1;26266;145693;1258;50224;NULL;NULL;1985;42249924;18605;114377703;29634;14041642
2010;1;2;2;28754;795059;1070;245970;NULL;NULL;9522;214201765;61510;345873543;174938;75444143
2010;1;2;3;27939;1326788;910;292997;NULL;NULL;13339;251024534;115032;476893342;164626;56707998
2010;1;2;4;29637;932770;962;217982;NULL;NULL;7026;157126968;58603;316509967;152353;45500492
2010;1;2;5;28562;1210563;876;291028;NULL;NULL;7601;167894044;67388;339317262;216039;49511375
2010;4;1;1;50405;5232;2116;1126;21.52;NULL;31;1220222;298;3107304;797;237387
2010;4;1;2;55019;57510;1867;11547;20.8;NULL;390;16977879;2876;30659896;8281;2787634
2010;4;1;3;56919;119533;1839;25953;21.71;NULL;849;29781209;7640;61399889;17464;4969267
2010;4;1;4;53290;79636;1741;19746;24.8;NULL;413;15418290;4021;39279012;15312;3757817
2010;4;1;5;50535;52763;1604;11123;21.8;NULL;280;9883245;2430;22767450;8413;2511091
2010;4;2;1;41508;10184;2030;3294;32.34;1.36;139;4449598;1313;14571598;1842;966715
2010;4;2;2;49390;84164;1938;26743;31.77;1.13;953;34938148;5651;64286522;20139;8615173
2010;4;2;3;55945;234067;1968;52523;NULL;NULL;2332;81069022;18834;161208632;31357;12577312
2010;4;2;4;53634;182143;1832;43415;NULL;NULL;1280;52208565;8973;105389193;33162;12045111
2010;4;2;5;49594;211588;1621;42900;NULL;NULL;1215;44456714;9411;98166087;32274;10485652
2010;5;1;1;39397;6;2051;0;NULL;NULL;0;0;0;0;0;0
2010;5;1;2;53893;33;2072;1;3.3;NULL;0;0;1;1695;0;0
2010;5;1;3;51173;67;2252;0;NULL;NULL;0;0;0;0;0;0
2010;5;1;4;44049;56;1728;6;10.71;5.36;3;39069;3;9196;0;0
2010;5;1;5;39509;42;2072;5;11.9;NULL;0;0;5;88655;0;0
2010;5;2;1;76306;9;2737;0;NULL;NULL;0;0;0;0;0;0
2010;5;2;2;51748;101;2668;14;13.86;NULL;1;33330;13;143777;0;0
2010;5;2;3;51042;197;2215;21;10.66;NULL;0;0;15;164216;6;436
2010;5;2;4;44910;178;1915;12;6.74;NULL;1;60757;11;61906;0;0
2010;5;2;5;38098;175;1783;9;5.14;NULL;1;27319;8;99352;0;0
